Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG000BH3JF8 FIGI,BBG000Q5ZRM7 FIGI,BBG00FN64XT9 FIGI,BBG000FKJRC5 FIGI,BBG000PWTD92 FIGI,BBG000K1T9L0 FIGI,BBG00XP21PQ0 FIGI,BBG005CHLM96 FIGI,BBG000BP30Y0 FIGI,BBG000BJW241 FIGI,BBG001DCTG63 FIGI,BBG000V78V75 FIGI,BBG000BJGGV8 FIGI,BBG000BK2F42 FIGI,BBG012QSDSK6 FIGI,BBG000BK6MB5 FIGI,BBG000PQ4W72 FIGI,BBG00NBK0GC3 FIGI,BBG000CVRFS4 FIGI,BBG00Z9CCRH5 FIGI,BBG00XXPB3L3 FIGI,BBG000G9W6L0 FIGI,BBG000BLNNH6 FIGI,BBG000BD2167 FIGI,BBG00VSYYVB8 FIGI,BBG000BMQCP6 FIGI,BBG018CYVVW5 FIGI,BBG000BMTX31 FIGI,BBG000BMY992 FIGI,BBG000CS7CT9 FIGI,BBG000BNGTQ7 FIGI,BBG000N7KBZ3 FIGI,BBG000H9LNX1 FIGI,BBG000F9XKN7 FIGI,BBG000BT1XR0 FIGI,BBG004S641N5 FIGI,BBG000BGKJ70 FIGI,BBG000CS0D96 FIGI,BBG000CYSFS7 FIGI,BBG00RP5HYS8 FIGI,BBG00Q741Z16 FIGI,BBG000BFRRX8 FIGI,BBG000BGKTF9 FIGI,BBG000BCVMH9 FIGI,BBG000C3J3C9 FIGI,BBG000KMVDV1 FIGI,BBG00JGMWFM9 FIGI,BBG00G5JGQ66 FIGI,BBG000FKMP26 FIGI,BBG00B8NWRF5 FIGI,BBG000BVMGF2 FIGI,BBG000H9G7X2 FIGI,BBG00D0Y81M1 FIGI,BBG000BRNGM2 FIGI,BBG000BCQ4P6 FIGI,BBG000BJ5HK0 FIGI,BBG000C221G9 FIGI,BBG000BDCQ25 FIGI,BBG000C2VBB0 FIGI,BBG000CGC1X8 FIGI,BBG000HT5G06 FIGI,BBG00HY28K89 FIGI,BBG002293PJ4 FIGI,BBG000P5LMQ0 FIGI,BBG001KFKQM7 FIGI,BBG000BLV2Q3 FIGI,BBG000BT2TP0 FIGI,BBG000BLJWF3 FIGI,BBG000BSJK37 FIGI,BBG002BC7WC5 FIGI,BBG000BVWZF9 FIGI,BBG000BW3299 FIGI,BBG000BXMFC3 FIGI,BBG00RRGSJR4 FIGI,BBG000BDD940 FIGI,BBG000CQCCK6 FIGI,BBG000G7CDN9 FIGI,BBG000BD53V2 FIGI,BBG000MQQ963 FIGI,BBG001D8R5D0 FIGI,BBG000C6W444 FIGI,BBG000BGYMH7 FIGI,BBG000C8H633 FIGI,BBG01KN29X02 FIGI,BBG01KP5K5J1 FIGI,BBG01KPVGL95 FIGI,BBG01KQ6DGT1 FIGI,BBG01KR2QD67 FIGI,BBG01KRNB1K7 FIGI,BBG01KS17Q79 FIGI,BBG01KS86ML8 FIGI,BBG01KT2GV75 FIGI,BBG01KTTNW30 FIGI,BBG01KV3M6P8 FIGI,BBG01KVL5BC0 FIGI,BBG01KWMZZF8 FIGI,BBG01KX68KZ3 FIGI,BBG01KXPHJ11 FIGI,BBG01KY0T8K5 FIGI,BBG01KYM8ZF6 FIGI,BBG01KZHH1S7 FIGI,BBG01L01L9T5 FIGI,BBG01L0NGR77 FIGI,BBG000BPH459 FIGI,BBG000JCPGZ1 FIGI,BBG000BJSBJ0 FIGI,BBG00GNT7999 FIGI,BBG000CHSS88 FIGI,BBG000BS9489 FIGI,BBG000QFJJW0 FIGI,BBG000C496P7 FIGI,BBG000JK9DK4 FIGI,BBG000QYVKN2 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG000C1XVK6 FIGI,BBG000BLKK03 FIGI,BBG01KHLTFQ6 FIGI,BBG01KJC4Y71 FIGI,BBG01KJN6WX0 FIGI,BBG01KJYB0R7 FIGI,BBG01KM5DFP3 FIGI,BBG003CVMLQ2 FIGI
1/31/2022,203.4,9469.916,2494.64,2028.453,2222.783,2123.037,2304.4,84.7,165.4,79.817887,1875.522158,19.12,2222.45,1208.23,96.54,1157.62,130.806367,1454.454,792.38,502.93,649.52,1530.46,852.34,2843.88,530.58,297.02,250.41,351.67,78.86,242.9,1346.97,995.47,1124,940.64,947.89,3635.45,3295.13,2304.57,13260.24,33.27296,107.65334,52.57223,2.41493,253.3214,149.23,30.08,311.79,74.93,75.43,8.25,23.71,124.82,145.85,27.14,74.51,86.8,119.92,18.7,73.7266,282.38,6.12,91.61,19.69,8.97,75.72,133.57,62,33.06,65.18,18.51813258,54.69,43.59,59.71,56.07,15.08,30.09,20.91,1.048462939,236.93,31.42,539.56,23.98,47.68,13.85,92.55,146.73,71.4,55.67,17.51,46.66,13.26,86.18,46.72,120.67,39,96.04,107.22,205.42,191.53,63.7,11.02,116.26,175.76,128.14,24.78,402.82,284.28,27.14,41.14,67.34,188.96,19.2468,95.25,473.8,244.55,320.12,28.11,88.9,112.69,113.09,110.27,93.43,105.02,25.83,389.12,19.47,131.21,132.26,98.9,96.46,126.22,97.68,113.67,123.46,124.67,134.45,120.7,98.23,106.67,113.94,118.44,118.83,111.16,122.06,121.14,98.66,310.98,44.77,78.12,34.59,301.93,75.36,46.85,33.45,70.75,53.85,386.38,313.26,283.4,392.5,102.23,104.95,101.19,101.99,106.07,64.21
2/1/2022,203.41,9534.955,2513.398,2050.74,2239.995,2139.394,2302.89,84.73,167.305,79.863161,1881.059911,19.26,2250.43,1214.01,96.385,1162.54,130.710487,1463.564,791.88,520.75,658.84,1534.81,864.43,2850.67,539.44,294.83,253.61,347.18,80.09,249.11,1351.48,995.98,1119.82,942.44,947.41,3643.63,3293.02,2321.41,13393.68,34.66751,110.85248,53.58243,2.42448,254.651,147.74,30.79,315.02,75.31,74.57,8.51,24.13,126.62,147.39,27.42,74.5,86.91,121.71,19.16,76.4344,288.02,6.33,92.9,19.95,8.83,76.33,135.53,61.06,33.98,65.9,18.50644744,54.38,44.13,59.37,56.29,15.22,31.49,20.89,1.055030006,238.27,31.32,526.32,24.31,47.05,14.24,93.35,150.49,71.47,55.37,17.57,46.49,13.34,86.4,46.21,118.72,39.46,95.72,106.28,206.39,194.07,63.43,11.11,116.15,177.13,128.58,25.14,412.28,299.72,27.12,41.3,68.11,188.68,18.4316,96.21,475.35,246.71,330.01,28,89.82,114.31,115.04,109.46,94.94,104.92,27.345,390.56,20.65,133.36,134.44,99.86,97.38,125.97,98.77,114.88,123.68,125.44,135.24,121.72,99.12,107.21,114.88,119.07,119.72,112.12,122.71,123.03,99.61,308.76,45.82,77.23,34.82,306.19,76.4,47.74,33.7,73.13,55.18,392.06,319,284.53,390.68,103.14,105.45,102.14,103.05,108,64.59
2/2/2022,203.41,9624.892,2532.23,2029.516,2253.105,2154.462,2306.09,84.86,168.62,79.91749,1890.359157,19.32,2276.83,1213.23,95.936,1155.3,130.966031,1455.873,801.25,522.72,663.18,1554.03,870.21,2873.87,540.7,299.72,261.44,352.25,79.26,242.24,1345.98,997.69,1125.49,941.15,945.34,3640.49,3322.79,2385.87,13314.21,33.51206,113.07442,53.29743,2.42973,260.9798,149.23,30.69,319.17,74.95,74.32,8.18,23.56,126.02,148.02,26.41,76.63,86.7,120.11,17.85,76.5046,282.32,5.94,92.9,19.67,8.83,76.76,137.25,60.21,33.22,64.51,18.72542685,54.46,44.1,57.98,58.72,14.9,30.8,20.26,1.049485844,231.06,31.2,521.91,23,47.51,13.46,93.17,149.62,73.06,56.17,17.34,45.42,12.17,86.5,46.55,117.69,38.88,97.15,106.79,200.7,194.64,62.3,10.99,116.4,188.2,127.47,24.81,402.59,299,28.09,41.28,67.46,193.3,18.5222,93.67,470.71,251.26,326.22,28.32,90.72,115,115.2,111.51,91.85,104.18,27.385,386.97,20.97,132.96,134.03,100.9,98.58,127.98,99.75,115.62,123.89,126.23,135.96,123.44,100.34,108.31,115.79,120,120.11,112.66,123.66,122.27,100.73,313.46,46.31,77.73,35.2,324.22,77.16,47.59,32.77,70.31,51.13,396.75,323,290.21,401.22,104.47,106.63,103.42,104.17,108.86,64.29
2/3/2022,203.41,9390.575,2469.346,1991.031,2169.703,2129.875,2298.59,84.1,164.67,81.7375,1883.881031,19.4,2261.69,1210.27,95.379,1148.17,130.47089,1403.894,801.36,517.29,655.53,1546.99,855.65,2785.76,531.11,296.42,243.58,350.71,77.61,234.08,1309.21,998.64,1128.19,939.97,944.57,3516.29,3267.65,2281.7,12294.37,32.54438,108.9992,53.70669,2.37666,256.9733,147,34.91,303.12,73.63,73.43,7.67,22.58,128.18,143.53,26.19,75.44,84.44,115.43,15.61,76.7231,275.44,5.62,92.6,18.99,8.77,75.81,137.78,58.26,32.23,64.58,18.72799758,53,45.11,58.58,55.66,14.08,30.57,19.41,1.012016075,228.95,30.79,510.83,22.48,46.24,12.59,91.23,148.29,71.02,55.2,17.06,44.84,11.58,83.87,46.03,121.67,37.47,96.03,106.78,193.13,189.05,61.3,10.63,113.63,179.1,125.61,23.7,396.4,291,28.43,40.56,71.12,192.74,18.5373,89.4,461.39,244.35,324.43,27.04,88.94,112.99,119.96,110.64,89.44,91.65,27.775,372.9,20.84,130.17,131.22,99.56,97.25,123.7,98.41,112.65,122.11,123.46,133.88,121.73,99.22,106.5,114.06,119.26,118.57,111.91,122.9,122.42,99.34,301.25,45.6,75.77,34.43,327.65,77.68,47.42,33.1,67.2,49.03,390.07,237.76,285.24,426.21,103.21,105.12,101.86,102.84,104.36,63.97
2/4/2022,203.41,9440.583,2485.214,2002.359,2196.727,2130.313,2283.23,83.77,166.81,83.584676,1887.642524,19.67,2247.73,1221.1,95.485,1154.77,129.576488,1456.332,791.72,525.45,666.38,1540.71,846.52,2798.95,521.99,292.68,243.93,347.9,78.48,239.12,1327.4,996.6,1121.15,939.18,944.07,3549.28,3258.41,2294.53,13907.24,33.49788,103.74383,52.81439,2.46537,254.9524,145.16,36.03,313.35,73,72.89,7.9,23.21,129.4,142.89,27.25,74.76,83.5,113.76,15.47,77.2616,279.93,5.85,93.13,19.31,8.72,73.69,137.15,57.91,33.64,65.07,18.5027082,50.49,44.77,59.68,56.13,14.25,30.29,19.98,1.04981672,223.4,30.77,521.16,22.37,45.84,13.26,91.19,150.35,70.63,55.15,17.06,44.11,11.69,82.69,45.5,122.12,38.03,95.24,105.76,189.31,187.52,59.81,10.67,115.76,179.47,129.01,23.36,404.07,283.83,28.81,40.91,72.35,190.33,18.175,92.13,470.75,242.39,312.29,26.99,87.94,112.38,121.78,110.25,90.79,90.51,27.59,372.05,21.5,123.34,124.34,98.33,96.55,124.25,97.32,111.16,120.84,121.64,132.89,120.9,98.41,106.04,113.2,117.99,116.86,110.85,121.5,121.29,98.35,305.94,46.01,76.01,34.49,309.58,76.74,47.85,33.41,66.15,49.36,382.2,237.09,285.99,429.85,102.49,105,101.12,101.54,106.53,62.75
2/7/2022,203.41,9405.843,2477.256,2012.599,2182.562,2132.719,2284.37,83.71,166.4,82.688252,1902.270552,19.63,2260,1219.33,95.399,1155.07,129.720307,1453.175,792.54,532.31,668.58,1538.72,847.11,2780.55,519.77,292.42,238.47,347.22,79.14,240.3,1318.9,997.52,1116.7,940.13,944.74,3507.28,3246.52,2297.02,13931.58,33.49622,104.98221,53.22396,2.46537,252.7541,146.05,37.33,314.43,73.48,70.96,8.14,22.88,129.65,141.52,26.91,73.75,83.5,114.1,15.97,77.9561,279.97,5.85,95.63,18.84,8.9,74.09,137.24,57.44,34.22,63.91,18.52187182,49.77,44.67,59.66,55.93,14.41,31.06,19.86,1.047540954,222.75,30.85,520.31,22.42,45.72,12.7,91.75,152.17,70.33,55.17,17.2,44.4,11.48,83.05,45.6,124.76,39.05,95.16,105.94,181.47,186.5,60.15,10.58,115.17,175.09,129.24,23.81,407.87,277.86,28.74,40.81,74.86,190.36,18.0618,92.98,471.75,241.15,315.78,26.72,88.53,111.98,112.16,112.13,93.25,89.46,27.695,372.95,21.61,122.5,123.49,98.07,96.46,125.96,97.12,111.76,120.61,121.76,132.81,121.13,98.27,106.97,114.4,118.56,117.03,111.43,122.23,123.48,98.27,300.95,44.5,75.68,34.43,305.89,77.41,47.96,34,69.2,48.09,376.13,224.91,286.76,430.35,102.25,105.96,100.93,101.09,108.87,64.27
2/8/2022,203.41,9484.952,2499.238,2045.374,2207.021,2148.448,2278.35,83.62,167.53,80.913515,1908.539706,19.41,2258.79,1219.81,95.643,1156.94,129.38483,1474.978,795.15,521.01,677.83,1550.88,855.62,2816.02,527.92,290.08,238.23,347.59,80.16,245.73,1330.08,998.87,1113.28,941.11,944.36,3532.29,3299.11,2343.75,14240.11,33.24939,105.3843,52.76502,2.47451,253.1707,143.58,38.82,315.08,73.82,73.17,9.05,23.78,127.86,143.49,28.17,74.97,85.87,111.46,15.61,77.4957,284.43,6.14,98.32,19,9.19,75.68,137.02,57.62,35.07,63.6,18.58286822,51.35,45.5,61.13,58.35,14.85,32.08,21.37,1.063257943,227.9,30.74,538.6,23.43,46.06,13,93.35,155.98,71.34,55.34,17.21,44.92,11.39,83.69,45.71,127.18,40.52,95.57,106.57,184.34,188.6,61.14,10.69,114.63,178.59,130.96,24.18,411.22,283.66,29.42,42.33,76.91,188.63,18.0693,95.21,472.04,242.95,323.39,27.42,90.33,117.8,117.39,115.05,92.94,91.37,28.155,379.4,21.11,121.44,122.41,98.63,97.25,127.89,97.88,113.45,121.44,122.56,132.84,121.51,99.14,108.79,116.56,119.44,118.07,112.78,123.16,127.22,99.24,304.56,41.99,75.46,34.62,310.57,78.92,49.28,34.53,71.67,49.96,374.37,220.18,290.37,433,103.01,108.17,101.72,101.64,114,64.71
2/9/2022,203.41,9623.841,2538.268,2083.499,2251.971,2172.313,2279.21,84.06,171.61,81.185159,1917.525495,19.63,2294.96,1239.79,95.494,1163.38,129.560542,1491.384,795.29,523.67,681.84,1563.53,867.32,2880.99,539.16,296.98,244.07,349.11,81.44,256.84,1346.48,999.08,1111.4,942.89,942.44,3615.88,3332.34,2440.35,14233,35.51977,113.88086,53.03801,2.53649,258.8347,146.92,38.63,320.04,74.58,74.99,9.62,24.5,133.64,144.44,29.56,75.93,86.53,114.99,16.67,77.4488,294.48,6.34,98.36,19.2,9.54,79.97,137.79,58.98,36.24,63.73,18.58614006,54.64,45.15,61.96,61,16.03,32.55,23.15,1.075084431,233.04,31.76,553.26,23.5,47.98,13.82,97.26,158.84,73.33,56.29,17.47,45.61,11.64,85.67,45.8,124.68,40.83,97.38,108.85,188.83,191.82,62.28,10.62,120.11,183.95,136.33,25.11,422.3,290.38,29.06,42.68,79.03,194.72,18.492,96.99,491.07,246.49,334.19,27.59,92.66,122.2,119.48,117.3,97.26,95.17,28.785,383.15,21.53,124.49,125.49,99.81,98.32,129.21,99.11,116.04,123.75,124.46,134.9,121.67,100.47,109.53,118.21,120.89,119.65,114.19,124.53,130.9,100.73,311.21,43.07,76.66,35.85,315.9,90.12,48.71,35.78,71.14,52.19,381.37,232,289.12,436.54,104.28,108.67,103.06,103.02,115.9,66.58
2/10/2022,203.39,9450.718,2493.395,2051.162,2204.325,2142.302,2259.76,82.95,168.4,81.384364,1918.570354,19.5,2298.54,1251.09,95.553,1161.28,128.586308,1464.903,787.08,520.12,676.07,1538.92,852.97,2801.71,536.11,288.48,240.63,340.01,80.51,252.22,1340.52,1001.19,1109.3,940.86,941.81,3516.17,3252.34,2361.06,14030.67,34.74141,112.44856,52.92244,2.50428,250.1393,140.21,37.81,315.61,73.52,78.98,9.76,24.58,127.46,143.06,28.58,70.79,84.34,113.69,15.21,77.0899,288.75,6.05,100.65,18.79,9.71,78.97,133.52,56.85,35.14,63,18.39427016,53.22,45.17,60.58,60.75,15.49,33.51,23.7,1.055995242,234.7,31.28,545.94,23.12,47.15,13.92,95.4,157.51,72.85,54.87,17.11,43.66,11.46,85.59,44.62,123.28,40.97,95.9,105.95,186.74,187.67,60.17,10.15,118.33,174.07,134.69,24.37,421.56,280.15,28.72,42.72,76.53,191.58,18.3033,93.7,483.21,242.12,325.68,27.83,89.88,115.61,117.94,116.38,94.36,91.84,28.525,386.94,21.41,122.74,123.73,98.18,96.64,125.31,97.56,113.74,121.78,121.9,132.7,119.03,98.73,108.28,116.63,119.72,118.75,113.13,123.25,128.93,98.9,302.38,42.83,75.45,34.9,307.17,86.35,48.61,35.88,70.5,50.49,374.39,228.07,291.44,432.17,102.48,106.9,101.11,101.36,112.79,66.22
2/11/2022,203.4,9271.802,2445.771,2030.146,2143.944,2121.934,2273.9,82.66,163.53,84.300003,1923.376706,19.93,2279.33,1240.51,96.082,1156.49,129.193172,1423.521,784.66,534.65,666.25,1518.33,840.15,2717.49,527.95,284.6,234.52,340.04,79.27,246.42,1312.52,1001.22,1109.71,940.87,944.55,3427.23,3185.2,2232.63,13543.52,33.7358,112.73819,52.39201,2.46091,241.6831,136.29,36.84,300.77,70.47,78.05,9.4,23.99,123.26,141.84,28.79,70.37,83.12,111.92,13.34,75.5604,275.28,5.85,98.24,17.77,9.67,79.29,132.69,55.89,34.03,63.43,18.33771411,50.5,46.27,58.77,57.35,16.88,34.26,23.7,1.026164465,230.1,31.28,540.94,22.53,45.5,13.5,94.42,156,71.9,53.9,17.07,44.17,10.51,82.06,44.55,123.38,39.94,95.17,106.68,183.49,182.17,58.65,10.2,114.15,164.64,115.365,24.23,408.59,264.71,29.59,42.01,72.55,191.43,18.2127,90.54,467.67,238.81,312.91,27.52,87.82,110.81,116.06,114.5,93.35,89.24,28.965,379.13,22.21,119.37,120.33,96.53,94.93,121.43,95.78,109.93,119.6,118.79,130.36,118.1,97.13,106.68,114.42,118.31,117.36,111.99,122.32,125.96,96.96,295.04,44.33,74.96,33.78,295.65,84.8,48.04,36,67.41,47,369.77,219.55,294.93,423.97,100.77,105.45,99.06,99.71,108.41,66.25
2/14/2022,203.4,9236.858,2435.985,2020.787,2143.842,2104.823,2261.78,82.52,162.275,86.436931,1951.796875,20.06,2230.46,1220.42,96.374,1153.8,128.777965,1431.8146,782.41,522.66,658.84,1501.79,836.79,2716.6,523.38,281.69,235.28,337.33,78.85,243.03,1323.86,1002.33,1109.28,939.89,944.07,3420.94,3181.69,2242.19,13702.15,33.38833,109.06991,50.7819,2.42022,240.6549,136.14,36.68,303.85,71.06,77.57,9.74,23.32,123.3,139.64,29.09,69.17,84.64,111.5,12.74,75.3809,270.45,5.95,98.13,17.99,9.52,79.14,130.15,55.9,34.19,63.42,18.28513101,50.76,45.69,58.07,55.03,17.51,34.4,23.78,1.032143019,224.59,31.3,536.81,22.2,44.79,13.38,94.9,155.14,71.98,53.18,16.75,45.32,10.42,82.28,44.12,124.8,39.66,94.95,105.98,181.78,183.11,58.96,10.29,111.91,165.13,121.65,24.37,408.62,268.82,29.35,41.85,73.42,189.22,18.1524,89.43,467.28,242.55,313.25,27.45,87.48,114.01,114.87,115.49,91.81,89.26,28.905,369.05,21.21,118.78,119.73,95.76,94.12,120.25,95.07,109.32,118.46,117.61,128.72,116.03,96.3,105.74,113.45,117.18,116.29,110.95,121.04,125.86,96.28,295,44.5,74.92,33.57,293.95,84.74,47.71,35.03,66.22,45.98,374.16,217.7,293.12,419.64,99.96,104.75,98.35,99,108.04,65.38
2/15/2022,203.41,9383.568,2477.125,2076.462,2193.502,2129.663,2257,82.66,166.08,83.367361,1938.004734,19.7,2251.45,1229.05,95.989,1161.96,128.522422,1461.562,783.83,515.42,667.88,1518.93,849.45,2790.9,533.25,282.8,238.24,335.48,81.31,255.11,1344.93,1002.09,1104.89,944.37,943.11,3473.04,3257.92,2376.59,13834.62,34.72222,111.81982,53.01245,2.4633,238.501,136.53,37.36,307.53,73.62,80.57,10.32,24.46,126.97,143.6,30.2,70.32,87.33,102.85,13.47,78.752,276.7,6.22,106.16,18.94,9.81,79.87,129.94,57.46,34.71,65.25,18.31831679,53.95,46.41,59.72,55.37,19.93,35.15,25.42,1.053586837,232.03,31.89,547.55,23.3,45.75,15.26,96.27,158.89,73.69,54.27,17.03,46.7,11.22,88.24,43.88,124.21,40.99,96.41,105.53,184.57,185.61,59.58,10.42,113.2,173,122.57,24.82,426.45,277.03,29.77,42.66,74.62,190.55,18.3712,93.65,477.13,249.32,322.87,28.21,89.73,117.96,121.28,118.81,95.64,91.03,28.645,385.01,20.54,122.23,123.21,97.01,95.35,124.47,96.41,112.73,119.51,120.19,129.65,116.15,97.61,107.26,115.56,118.42,117.56,112.09,122,129.47,97.72,300.47,43.17,75.09,34.32,297.61,86.42,48.5,35.99,70.55,47.78,381.54,221,300.63,422.1,101.18,106.24,99.78,100.14,113.49,66.79
2/16/2022,203.41,9393.093,2477.816,2079.311,2190.991,2133.663,2259.51,83.12,166.21,84.807071,1954.095565,19.63,2266.3,1244.19,95.701,1160.26,128.602254,1465.452,785.37,519.34,667.89,1520.93,853.85,2786.05,536.7,283.5,237.77,336.07,81.68,252.07,1342.42,1003.78,1106.28,941.7,943.05,3461.49,3257.5,2375.07,13944.98,34.29247,110.69829,53.5535,2.48685,237.2777,134.6,37.35,308.65,75.28,80.95,10.44,24.53,126.92,144.45,29.44,69.91,86.33,100.43,13.59,79.1344,316.44,6.25,106.58,18.65,9.79,80.45,129.18,57.56,34.68,67.81,18.354307,54.33,44.57,59.2,55.45,19.76,34.51,25.44,1.056390996,229.15,32.27,543.74,22.76,45.65,15.32,97.25,158.86,74.53,54.25,17.04,47.9,11.12,89.11,43.89,123.48,40.92,96.47,106.09,184.67,186.35,59.27,10.42,114.65,172.6,121.64,26.77,420.09,274.75,29.03,42.85,75.25,191.89,18.0693,91.43,469.74,253.81,325.12,28.16,95.51,105.63,121.55,120.96,94.65,90.67,29.215,391.06,21.07,122.71,123.7,97.17,95.56,123.27,96.59,112.6,119.26,120.09,129.7,115.69,97.67,107.02,115.28,118.42,117.37,112,121.73,128.87,97.8,299.5,43.82,75.23,35.06,297.27,86.34,48.87,29.58,69.48,43.87,382.93,216.54,303.08,428.77,101.39,105.64,99.91,100.38,112.68,67.13
2/17/2022,203.41,9195.354,2422.865,2028.092,2127.7,2100.379,2264.43,82.77,160.57,83.086663,1985.963769,19.77,2256.56,1242.92,95.8,1151.62,129.225166,1427.796,792.51,518.9,651.79,1496.67,837.99,2700.67,527.59,280.76,230.73,336.28,78.86,241.26,1314.89,1004.02,1109.46,941.87,945.06,3348.06,3199,2269.26,13631.8,33.3018,110.94654,53.90981,2.47142,238.6782,137.76,35.79,304.29,72.07,79.92,10.48,23.49,123.73,140.25,27.77,67.83,84.21,97.57,13.08,76.8324,302.8,6.02,102.1,17.75,9.7,79.2,124.97,55.1,32.65,67,18.52117071,53.46,45.23,58.16,52.16,18.91,32.72,24.19,1.029246157,217.52,31.78,523.16,21.7,44.58,14.45,95.49,154.36,73.38,55.77,16.73,48.03,12.52,86.37,44.14,122.64,39.34,95.32,106.66,182.7,180.65,57.62,10.13,109.54,166.8,115.92,26.12,402.53,267.97,28.96,41.47,74.06,187.74,17.9335,75.87,428.62,250.99,314.21,24.73,96.04,106.71,118.79,120.23,90.61,89.81,28.87,385.02,21.89,119.37,120.34,95.33,93.88,119.48,94.72,109.01,117.17,117.19,127,113.5,95.98,105.66,113.26,116.77,115.77,110.21,120.08,124.59,95.96,290.73,43.78,75.38,33.73,289.74,84.46,47.19,29.35,66.2,40.06,373.7,207.71,302.76,424.71,99.66,104.09,97.93,98.61,108.01,66.13
2/18/2022,203.41,9130.811,2403.83,2009.333,2104.16,2090.333,2268.54,82.89,158.71,82.461883,1983.769565,19.84,2235.92,1231.77,96.043,1147.86,129.48071,1417.742,793.39,514.82,651.02,1484.43,830.34,2670.94,526.6,279.47,228.72,335.21,77.97,235.59,1310.18,1004.6,1113.64,941.64,945.9,3308.54,3179.19,2231.86,13450.01,31.74976,105.87841,54.37957,2.54073,236.6041,135.2,35.62,302.99,71.66,79.79,10,23.32,120.8,138.45,24.69,68.09,84.06,95.64,12.16,72.3298,294.76,5.69,101,17.61,9.51,79.62,124.35,54.57,32.24,66.83,18.54173655,52.44,45.59,57.75,52.28,18.35,34.12,23.55,1.021998594,221.06,31.82,537.95,21.71,44.08,13.81,95.53,153.96,72.36,57.21,17.33,47.32,12.64,86.33,43.84,125.89,39.19,94.95,106.04,180.87,180.87,57.81,10.21,108.86,167.64,114.8,25.53,400.2,267.94,29.12,42.07,73.86,185.36,18.0165,77.67,411.28,251.19,311.82,24.48,96.86,112.54,116.57,120.34,89.39,90.66,29.25,383.67,21.87,120.22,121.18,95.51,93.79,119.19,94.91,109.36,117.59,117.45,127.33,113.4,95.83,105.71,113.21,116.69,116.19,110.37,120.09,125.15,95.94,287.93,44.69,74.15,33.9,287.96,84.12,47.28,28.38,64.69,39.98,369.95,206.16,304.42,421.75,99.53,104.31,97.96,98.67,108.02,66.5
2/21/2022,203.41,9130.811,2403.83,2009.333,2104.16,2090.333,2268.54,82.89,158.71,82.461883,1983.769565,19.84,2215.9,1219.46,96.078,1147.86,129.48071,1417.742,793.39,514.82,651.02,1484.43,830.34,2670.94,526.6,279.47,228.72,335.21,77.97,235.59,1310.18,1004.6,1113.64,941.64,945.9,3308.54,3179.19,2231.86,13450.01,31.74976,106.09085,52.91645,2.57529,236.6041,135.2,35.62,302.99,71.66,79.79,10,23.32,120.8,138.45,24.69,68.09,84.06,95.64,12.16,72.3298,294.76,5.69,101,17.61,9.51,79.62,124.35,54.57,32.24,66.83,18.54173655,52.44,45.59,57.75,52.28,18.35,34.12,23.55,1.021998594,221.06,31.82,537.95,21.71,44.08,13.81,95.53,153.96,72.36,57.21,17.33,47.32,12.64,86.33,43.84,125.89,39.19,94.95,106.04,180.87,180.87,57.81,10.21,108.86,167.64,114.8,25.53,400.2,267.94,29.12,42.07,73.86,185.36,18.0165,77.67,411.28,251.19,311.82,24.48,96.86,112.54,116.57,120.34,89.39,90.66,29.25,383.67,21.87,120.22,121.18,95.51,93.79,119.19,94.91,109.36,117.59,117.45,127.33,113.4,95.83,105.71,113.21,116.69,116.19,110.37,120.09,125.15,95.94,287.93,44.69,74.15,33.9,287.96,84.12,47.28,28.38,64.69,39.98,369.95,206.16,304.42,421.75,99.53,104.31,97.96,98.67,108.02,66.5
